"N","Time","avg(X)","avg(Y)","avg(Z)","avg(psi)","avg(vx)","avg(vy)","max(X)","max(Y)","max(Z)","max(psi)","max(vx)","max(vy)","med(X)","med(Y)","med(Z)","med(psi)","med(vx)","med(vy)","min(X)","min(Y)","min(Z)","min(psi)","min(vx)","min(vy)","q1(X)","q1(Y)","q1(Z)","q1(psi)","q1(vx)","q1(vy)","q3(X)","q3(Y)","q3(Z)","q3(psi)","q3(vx)","q3(vy)","std(X)","std(Y)","std(Z)","std(psi)","std(vx)","std(vy)","vtkValidPointMask"
59,184,2,1.005629,0,1.0047185,1.0269615,0.0015198073,2,2,0,2,1.4043494,0.018517855,2,1.0290609,0,1.0372485,1.2214875,0.00014598369,2,0,0,0,0,-0.019163677,2,0.51315639,0,0.33604446,0.76180864,-0.0036908159,2,1.4601351,0,1.6193667,1.3661549,0.0095667379,0,0.56712589,0,0.68540726,0.42692579,0.010644469,1
59,185,2,1.005629,0,1.0047199,1.0269712,0.0015226784,2,2,0,2,1.4053057,0.018549485,2,1.0290609,0,1.0372725,1.2212665,0.00014076316,2,0,0,0,0,-0.01912168,2,0.51315639,0,0.33578456,0.76105317,-0.0037186184,2,1.4601351,0,1.6196153,1.36671,0.0095555841,0,0.56712589,0,0.68553379,0.42728864,0.010645157,1
59,186,2,1.005629,0,1.0047214,1.0269807,0.0015254722,2,2,0,2,1.406255,0.018580805,2,1.0290609,0,1.0372963,1.221046,0.00013546981,2,0,0,0,0,-0.019080085,2,0.51315639,0,0.33552701,0.76030492,-0.0037463648,2,1.4601351,0,1.6198617,1.3672599,0.0095444931,0,0.56712589,0,0.6856592,0.42764853,0.010645895,1
59,187,2,1.005629,0,1.0047228,1.0269901,0.0015281898,2,2,0,2,1.4071974,0.018611816,2,1.0290609,0,1.03732,1.2208261,0.00013010556,2,0,0,0,0,-0.019038888,2,0.51315639,0,0.3352718,0.7595638,-0.0037740526,2,1.4601351,0,1.6201059,1.3678047,0.0095334648,0,0.56712589,0,0.6857835,0.4280055,0.01064668,1
59,188,2,1.005629,0,1.0047243,1.0269993,0.0015308326,2,2,0,2,1.4081329,0.018642522,2,1.0290609,0,1.0373436,1.2206067,0.00012467227,2,0,0,0,0,-0.018998085,2,0.51315639,0,0.33501889,0.75882974,-0.0038016792,2,1.4601351,0,1.620348,1.3683443,0.0095224987,0,0.56712589,0,0.68590669,0.42835957,0.010647511,1
59,189,2,1.005629,0,1.0047258,1.0270084,0.0015334017,2,2,0,2,1.4090616,0.018672925,2,1.0290609,0,1.0373671,1.220388,0.00011917178,2,0,0,0,0,-0.018957673,2,0.51315639,0,0.33476827,0.75810264,-0.0038292422,2,1.4601351,0,1.6205879,1.3688789,0.0095115947,0,0.56712589,0,0.6860288,0.42871076,0.010648387,1
59,190,2,1.005629,0,1.0047272,1.0270173,0.0015358983,2,2,0,2,1.4099834,0.01870303,2,1.0290609,0,1.0373904,1.2201699,0.00011360591,2,0,0,0,0,-0.018917647,2,0.51315639,0,0.33451991,0.75738244,-0.0038567393,2,1.4601351,0,1.6208258,1.3694084,0.0095007525,0,0.56712589,0,0.68614983,0.42905911,0.010649307,1
59,191,2,1.005629,0,1.0047288,1.0270262,0.0015383235,2,2,0,2,1.4108984,0.018732837,2,1.0290609,0,1.0374136,1.2199524,0.00010797643,2,0,0,0,0,-0.018878003,2,0.51315639,0,0.33427379,0.75666906,-0.0038841681,2,1.4601351,0,1.6210616,1.369933,0.0094899717,0,0.56712589,0,0.68626979,0.42940463,0.010650268,1
59,192,2,1.005629,0,1.0047303,1.0270348,0.0015406786,2,2,0,2,1.4118067,0.018762351,2,1.0290609,0,1.0374368,1.2197357,0.00010228509,2,0,0,0,0,-0.018838738,2,0.51315639,0,0.33402989,0.75596242,-0.0039115266,2,1.4601351,0,1.6212954,1.3704528,0.0094792521,0,0.56712589,0,0.68638869,0.42974735,0.010651271,1
59,193,2,1.005629,0,1.0047318,1.0270434,0.0015429646,2,2,0,2,1.4127083,0.018791574,2,1.0290609,0,1.0374597,1.2195196,9.6533615e-05,2,0,0,0,0,-0.018799847,2,0.51315639,0,0.33378818,0.75526245,-0.0039388125,2,1.4601351,0,1.6215271,1.3709677,0.0094685934,0,0.56712589,0,0.68650655,0.4300873,0.010652313,1
59,194,2,1.005629,0,1.0047334,1.0270518,0.0015451827,2,2,0,2,1.4136032,0.018820509,2,1.0290609,0,1.0374826,1.2193042,9.0723685e-05,2,0,0,0,0,-0.018761327,2,0.51315639,0,0.33354864,0.75456907,-0.003966024,2,1.4601351,0,1.6217568,1.3714778,0.0094579952,0,0.56712589,0,0.68662338,0.43042449,0.010653393,1
59,195,2,1.005629,0,1.0047349,1.0270601,0.0015473339,2,2,0,2,1.4144915,0.018849158,2,1.0290609,0,1.0375054,1.2190896,8.4856959e-05,2,0,0,0,0,-0.018723175,2,0.51315639,0,0.33331125,0.75388221,-0.003993159,2,1.4601351,0,1.6219845,1.3719831,0.0094474572,0,0.56712589,0,0.68673917,0.43075896,0.01065451,1
59,196,2,1.005629,0,1.0047365,1.0270683,0.0015494195,2,2,0,2,1.4153732,0.018877525,2,1.0290609,0,1.037528,1.2188757,7.8935065e-05,2,0,0,0,0,-0.018685386,2,0.51315639,0,0.333076,0.75320179,-0.0040202158,2,1.4601351,0,1.6222103,1.3724838,0.009436979,0,0.56712589,0,0.68685395,0.43109073,0.010655664,1
59,197,2,1.005629,0,1.0047381,1.0270763,0.0015514403,2,2,0,2,1.4162483,0.018905612,2,1.0290609,0,1.0375505,1.2186626,7.2959601e-05,2,0,0,0,0,-0.018647957,2,0.51315639,0,0.33284285,0.75252775,-0.0040471925,2,1.4601351,0,1.6224341,1.3729798,0.0094265604,0,0.56712589,0,0.68696773,0.43141981,0.010656852,1
59,198,2,1.005629,0,1.0047396,1.0270843,0.0015533975,2,2,0,2,1.4171168,0.018933421,2,1.0290609,0,1.0375729,1.2184502,6.6932138e-05,2,0,0,0,0,-0.018610884,2,0.51315639,0,0.33261178,0.75186002,-0.0040740874,2,1.4601351,0,1.6226559,1.3734713,0.0094162009,0,0.56712589,0,0.6870805,0.43174624,0.010658074,1
59,199,2,1.005629,0,1.0047412,1.0270921,0.0015552921,2,2,0,2,1.4179789,0.018960957,2,1.0290609,0,1.0375951,1.2182387,6.0854218e-05,2,0,0,0,0,-0.018574164,2,0.51315639,0,0.33238279,0.75119852,-0.0041008989,2,1.4601351,0,1.6228759,1.3739582,0.0094059002,0,0.56712589,0,0.68719229,0.43207003,0.010659328,1
59,200,2,1.005629,0,1.0047428,1.0270998,0.0015571251,2,2,0,2,1.4188345,0.018988221,2,1.0290609,0,1.0376173,1.218028,5.4727354e-05,2,0,0,0,0,-0.018537792,2,0.51315639,0,0.33215583,0.7505432,-0.0041276254,2,1.4601351,0,1.6230939,1.3744406,0.009395658,0,0.56712589,0,0.68730311,0.43239122,0.010660614,1
59,201,2,1.005629,0,1.0047445,1.0271074,0.0015588975,2,2,0,2,1.4196837,0.019015216,2,1.0290609,0,1.0376393,1.2178181,4.8553032e-05,2,0,0,0,0,-0.018501766,2,0.51315639,0,0.33193091,0.74989397,-0.0041542654,2,1.4601351,0,1.62331,1.3749186,0.0093854738,0,0.56712589,0,0.68741295,0.43270981,0.010661931,1
59,202,2,1.005629,0,1.0047461,1.0271148,0.0015606103,2,2,0,2,1.42053,0.019041945,2,1.0290609,0,1.0376612,1.2176091,4.2332712e-05,2,0,0,0,0,-0.018466081,2,0.51315639,0,0.33170799,0.74925078,-0.0041808174,2,1.4601351,0,1.6235243,1.3753922,0.0093753474,0,0.56712589,0,0.68752184,0.43302584,0.010663276,1
59,203,2,1.005629,0,1.0047477,1.0271222,0.0015622645,2,2,0,2,1.4213733,0.01906841,2,1.0290609,0,1.037683,1.2174009,3.6067824e-05,2,0,0,0,0,-0.018430735,2,0.51315639,0,0.33148706,0.74861357,-0.0042072801,2,1.4601351,0,1.6237368,1.3758615,0.0093652783,0,0.56712589,0,0.68762978,0.43333932,0.010664651,1
59,204,2,1.005629,0,1.0047494,1.0271295,0.0015638611,2,2,0,2,1.4222104,0.019094614,2,1.0290609,0,1.0377047,1.2171937,2.9759775e-05,2,0,0,0,0,-0.018395723,2,0.51315639,0,0.33126809,0.74798226,-0.0042336522,2,1.4601351,0,1.6239474,1.3763264,0.0093552661,0,0.56712589,0,0.68773678,0.43365027,0.010666052,1
59,205,2,1.005629,0,1.004751,1.0271366,0.0015654009,2,2,0,2,1.4230411,0.01912056,2,1.0290609,0,1.0377262,1.2169873,2.3409944e-05,2,0,0,0,0,-0.018361043,2,0.51315639,0,0.33105107,0.74735679,-0.0042599324,2,1.4601351,0,1.6241561,1.3767871,0.0093453106,0,0.56712589,0,0.68784285,0.43395873,0.010667481,1
59,206,2,1.005629,0,1.0047527,1.0271437,0.0015668849,2,2,0,2,1.4238656,0.019146251,2,1.0290609,0,1.0377477,1.2167818,1.7019684e-05,2,0,0,0,0,-0.018326691,2,0.51315639,0,0.33083598,0.74673711,-0.0042861194,2,1.4601351,0,1.6243631,1.3772435,0.0093354112,0,0.56712589,0,0.68794799,0.4342647,0.010668935,1
59,207,2,1.005629,0,1.0047544,1.0271506,0.001568314,2,2,0,2,1.4246838,0.019171688,2,1.0290609,0,1.037769,1.2165772,1.0590324e-05,2,0,0,0,0,-0.018292663,2,0.51315639,0,0.3306228,0.74612314,-0.0043122121,2,1.4601351,0,1.6245683,1.3776958,0.0093255677,0,0.56712589,0,0.68805222,0.43456821,0.010670413,1
59,208,2,1.005629,0,1.004756,1.0271575,0.0015696891,2,2,0,2,1.4254959,0.019196874,2,1.0290609,0,1.0377902,1.2163735,4.123166e-06,2,0,0,0,0,-0.018258957,2,0.51315639,0,0.33041151,0.74551483,-0.0043382095,2,1.4601351,0,1.6247718,1.378144,0.0093157796,0,0.56712589,0,0.68815555,0.43486929,0.010671915,1
59,209,2,1.005629,0,1.0047577,1.0271642,0.0015710111,2,2,0,2,1.4263018,0.019221813,2,1.0290609,0,1.0378112,1.2161708,0,2,0,0,0,0,-0.018225568,2,0.51315639,0,0.33020209,0.74491212,-0.0043641104,2,1.4601351,0,1.6249735,1.3785881,0.0093060465,0,0.56712589,0,0.68825798,0.43516794,0.01067344,1
59,210,2,1.005629,0,1.0047594,1.0271709,0.0015722809,2,2,0,2,1.4271015,0.019246506,2,1.0290609,0,1.0378322,1.215969,0,2,0,0,0,0,-0.018192494,2,0.51315639,0,0.32999453,0.74431496,-0.0043899139,2,1.4601351,0,1.6251734,1.3790281,0.0092963681,0,0.56712589,0,0.68835952,0.4354642,0.010674988,1
59,211,2,1.005629,0,1.0047611,1.0271775,0.0015734993,2,2,0,2,1.4278953,0.019270956,2,1.0290609,0,1.037853,1.2157681,0,2,0,0,0,0,-0.018159731,2,0.51315639,0,0.3297888,0.74372327,-0.0044156191,2,1.4601351,0,1.6253717,1.3794642,0.0092867441,0,0.56712589,0,0.68846019,0.43575807,0.010676556,1
59,212,2,1.005629,0,1.0047628,1.0271839,0.0015746672,2,2,0,2,1.4286829,0.019295166,2,1.0290609,0,1.0378738,1.2155682,0,2,0,0,0,0,-0.018127277,2,0.51315639,0,0.32958489,0.743137,-0.0044412249,2,1.4601351,0,1.6255682,1.3798963,0.0092771739,0,0.56712589,0,0.68855998,0.43604959,0.010678145,1
59,213,2,1.005629,0,1.0047645,1.0271903,0.0015757854,2,2,0,2,1.4294646,0.019319138,2,1.0290609,0,1.0378944,1.2153693,0,2,0,0,0,0,-0.018095127,2,0.51315639,0,0.32938279,0.7425561,-0.0044667307,2,1.4601351,0,1.6257631,1.3803245,0.0092676572,0,0.56712589,0,0.68865891,0.43633877,0.010679754,1
59,214,2,1.005629,0,1.0047662,1.0271966,0.0015768547,2,2,0,2,1.4302403,0.019342874,2,1.0290609,0,1.0379149,1.2151714,0,2,0,0,0,0,-0.018064523,2,0.51315639,0,0.32918246,0.74198052,-0.0044921354,2,1.4601351,0,1.6259563,1.3807488,0.0092581937,0,0.56712589,0,0.68875699,0.43662563,0.010681381,1
59,215,2,1.005629,0,1.0047679,1.0272028,0.001577876,2,2,0,2,1.4310101,0.019366376,2,1.0290609,0,1.0379352,1.2149744,0,2,0,0,0,0,-0.018055179,2,0.51315639,0,0.32898391,0.74141019,-0.0045174385,2,1.4601351,0,1.6261478,1.3811692,0.0092487829,0,0.56712589,0,0.68885421,0.43691018,0.010683027,1
59,216,2,1.005629,0,1.0047697,1.0272089,0.0015788499,2,2,0,2,1.431774,0.019389649,2,1.0290609,0,1.0379555,1.2147784,0,2,0,0,0,0,-0.018045911,2,0.51315639,0,0.32878711,0.74084505,-0.0045426391,2,1.4601351,0,1.6263377,1.3815859,0.0092394245,0,0.56712589,0,0.6889506,0.43719246,0.01068469,1
59,217,2,1.005629,0,1.0047714,1.027215,0.0015797774,2,2,0,2,1.432532,0.019412692,2,1.0290609,0,1.0379756,1.2145835,0,2,0,0,0,0,-0.018036718,2,0.51315639,0,0.32859204,0.74028507,-0.0045677366,2,1.4601351,0,1.626526,1.3819988,0.0092301181,0,0.56712589,0,0.68904616,0.43747247,0.010686369,1
59,218,2,1.005629,0,1.0047731,1.0272209,0.0015806592,2,2,0,2,1.4332842,0.01943551,2,1.0290609,0,1.0379957,1.2143895,0,2,0,0,0,0,-0.018027602,2,0.51315639,0,0.32839868,0.73973018,-0.0045927303,2,1.4601351,0,1.6267127,1.382408,0.0092208633,0,0.56712589,0,0.6891409,0.43775024,0.010688065,1
59,219,2,1.005629,0,1.0047749,1.0272268,0.0015814959,2,2,0,2,1.4340307,0.019458104,2,1.0290609,0,1.0380156,1.2141965,0,2,0,0,0,0,-0.018018559,2,0.51315639,0,0.32820703,0.73918033,-0.0046176197,2,1.4601351,0,1.6268978,1.3828135,0.0092116597,0,0.56712589,0,0.68923482,0.43802578,0.010689776,1
59,220,2,1.005629,0,1.0047766,1.0272326,0.0015822885,2,2,0,2,1.4347714,0.019480476,2,1.0290609,0,1.0380354,1.2140046,0,2,0,0,0,0,-0.018009592,2,0.51315639,0,0.32801706,0.73863547,-0.0046424041,2,1.4601351,0,1.6270813,1.3832154,0.009202507,0,0.56712589,0,0.68932793,0.43829912,0.010691502,1
59,221,2,1.005629,0,1.0047783,1.0272383,0.0015830376,2,2,0,2,1.4355064,0.01950263,2,1.0290609,0,1.038055,1.2138136,0,2,0,0,0,0,-0.018000698,2,0.51315639,0,0.32782876,0.73809554,-0.0046670829,2,1.4601351,0,1.6272632,1.3836136,0.0091934047,0,0.56712589,0,0.68942024,0.43857026,0.010693241,1
59,222,2,1.005629,0,1.0047801,1.0272439,0.0015837439,2,2,0,2,1.4362357,0.019524566,2,1.0290609,0,1.0380746,1.2136237,0,2,0,0,0,0,-0.017991877,2,0.51315639,0,0.32764211,0.73756051,-0.0046916558,2,1.4601351,0,1.6274436,1.3840083,0.0091843526,0,0.56712589,0,0.68951176,0.43883924,0.010694995,1
59,223,2,1.005629,0,1.0047818,1.0272495,0.0015844082,2,2,0,2,1.4369594,0.019546288,2,1.0290609,0,1.0380941,1.2134348,0,2,0,0,0,0,-0.017983129,2,0.51315639,0,0.3274571,0.73703031,-0.0047161223,2,1.4601351,0,1.6276224,1.3843994,0.0091753502,0,0.56712589,0,0.68960249,0.43910606,0.01069676,1
59,224,2,1.005629,0,1.0047836,1.027255,0.0015850312,2,2,0,2,1.4376775,0.019567798,2,1.0290609,0,1.0381134,1.213247,0,2,0,0,0,0,-0.017974453,2,0.51315639,0,0.32727371,0.7365049,-0.0047404818,2,1.4601351,0,1.6277998,1.3847871,0.0091693191,0,0.56712589,0,0.68969244,0.43937074,0.010698538,1
59,225,2,1.005629,0,1.0047854,1.0272604,0.0015856135,2,2,0,2,1.43839,0.019589098,2,1.0290609,0,1.0381326,1.2130602,0,2,0,0,0,0,-0.017965848,2,0.51315639,0,0.32709193,0.73598424,-0.004764734,2,1.4601351,0,1.6279756,1.3851712,0.00917044,0,0.56712589,0,0.68978163,0.43963331,0.010700328,1
59,226,2,1.005629,0,1.0047871,1.0272657,0.0015861558,2,2,0,2,1.4390971,0.019610189,2,1.0290609,0,1.0381518,1.2128744,0,2,0,0,0,0,-0.017957315,2,0.51315639,0,0.32691174,0.73546826,-0.0047888786,2,1.4601351,0,1.6281499,1.385552,0.0091715044,0,0.56712589,0,0.68987005,0.43989378,0.010702129,1
59,227,2,1.005629,0,1.0047889,1.027271,0.0015866589,2,2,0,2,1.4397986,0.019631075,2,1.0290609,0,1.0381708,1.2126896,0,2,0,0,0,0,-0.017948852,2,0.51315639,0,0.32673312,0.73495693,-0.0048129151,2,1.4601351,0,1.6283227,1.3859293,0.0091725132,0,0.56712589,0,0.68995771,0.44015216,0.01070394,1
59,228,2,1.005629,0,1.0047907,1.0272762,0.0015871233,2,2,0,2,1.4404947,0.019651757,2,1.0290609,0,1.0381897,1.2125059,0,2,0,0,0,0,-0.01794046,2,0.51315639,0,0.32655607,0.73445019,-0.0048368433,2,1.4601351,0,1.6284941,1.3863033,0.009173467,0,0.56712589,0,0.69004462,0.44040847,0.010705761,1
59,229,2,1.005629,0,1.0047924,1.0272813,0.0015875497,2,2,0,2,1.4411854,0.019672238,2,1.0290609,0,1.0382084,1.2123233,0,2,0,0,0,0,-0.017932137,2,0.51315639,0,0.32638056,0.73394801,-0.0048606629,2,1.4601351,0,1.628664,1.386674,0.0091743668,0,0.56712589,0,0.69013078,0.44066274,0.010707591,1
59,230,2,1.005629,0,1.0047942,1.0272864,0.0015879388,2,2,0,2,1.4418707,0.019692519,2,1.0290609,0,1.0382271,1.2121417,0,2,0,0,0,0,-0.017923883,2,0.51315639,0,0.32620659,0.73345034,-0.0048843736,2,1.4601351,0,1.6288325,1.3870413,0.0091752131,0,0.56712589,0,0.69021621,0.44091497,0.010709431,1
59,231,2,1.005629,0,1.004796,1.0272914,0.0015882912,2,2,0,2,1.4425506,0.019712602,2,1.0290609,0,1.0382457,1.2119611,0,2,0,0,0,0,-0.017915697,2,0.51315639,0,0.32603413,0.73295712,-0.0049079752,2,1.4601351,0,1.6289995,1.3874054,0.0091760069,0,0.56712589,0,0.69030091,0.44116518,0.010711278,1
59,232,2,1.005629,0,1.0047978,1.0272963,0.0015886075,2,2,0,2,1.4432253,0.019732491,2,1.0290609,0,1.0382641,1.2117816,0,2,0,0,0,0,-0.01790758,2,0.51315639,0,0.32586318,0.73246832,-0.0049314675,2,1.4601351,0,1.6291652,1.3877663,0.0091767489,0,0.56712589,0,0.69038489,0.44141339,0.010713134,1
59,233,2,1.005629,0,1.0047996,1.0273012,0.0015888883,2,2,0,2,1.4438947,0.019752186,2,1.0290609,0,1.0382824,1.2116031,0,2,0,0,0,0,-0.01789953,2,0.51315639,0,0.32569372,0.7319839,-0.0049548502,2,1.4601351,0,1.6293294,1.388124,0.0091774397,0,0.56712589,0,0.69046815,0.44165962,0.010714997,1
59,234,2,1.005629,0,1.0048013,1.027306,0.0015891342,2,2,0,2,1.4445588,0.01977169,2,1.0290609,0,1.0383007,1.2114257,0,2,0,0,0,0,-0.017891548,2,0.51315639,0,0.32552573,0.7315038,-0.0049781233,2,1.4601351,0,1.6294922,1.3884785,0.0091780801,0,0.56712589,0,0.6905507,0.44190388,0.010716867,1
59,235,2,1.005629,0,1.0048031,1.0273107,0.0015893459,2,2,0,2,1.4452178,0.019791004,2,1.0290609,0,1.0383188,1.2112494,0,2,0,0,0,0,-0.017883632,2,0.51315639,0,0.32535921,0.73102799,-0.0050012865,2,1.4601351,0,1.6296537,1.3888298,0.0091786709,0,0.56712589,0,0.69063255,0.44214619,0.010718744,1
59,236,2,1.005629,0,1.0048049,1.0273154,0.0015895238,2,2,0,2,1.4458716,0.019810132,2,1.0290609,0,1.0383368,1.2110741,0,2,0,0,0,0,-0.017875782,2,0.51315639,0,0.32519414,0.73055643,-0.0050243398,2,1.4601351,0,1.6298138,1.3891781,0.0091792127,0,0.56712589,0,0.69071369,0.44238656,0.010720627,1
59,237,2,1.005629,0,1.0048067,1.02732,0.0015896686,2,2,0,2,1.4465202,0.019829073,2,1.0290609,0,1.0383547,1.2108998,0,2,0,0,0,0,-0.017867997,2,0.51315639,0,0.3250305,0.73008906,-0.0050472831,2,1.4601351,0,1.6299725,1.3895232,0.0091797063,0,0.56712589,0,0.69079415,0.44262501,0.010722515,1
59,238,2,1.005629,0,1.0048085,1.0273246,0.0015897809,2,2,0,2,1.4471638,0.019847832,2,1.0290609,0,1.0383725,1.2107266,0,2,0,0,0,0,-0.017860278,2,0.51315639,0,0.32486828,0.72962586,-0.0050701163,2,1.4601351,0,1.6301299,1.3898654,0.0091801523,0,0.56712589,0,0.69087392,0.44286155,0.010724408,1
59,239,2,1.005629,0,1.0048103,1.0273291,0.0015898611,2,2,0,2,1.4478023,0.019866409,2,1.0290609,0,1.0383902,1.2105545,0,2,0,0,0,0,-0.017852624,2,0.51315639,0,0.32470748,0.72916678,-0.0050928394,2,1.4601351,0,1.630286,1.3902045,0.0091805514,0,0.56712589,0,0.69095302,0.4430962,0.010726307,1
59,240,2,1.005629,0,1.0048121,1.0273336,0.0015899099,2,2,0,2,1.4484358,0.019884806,2,1.0290609,0,1.0384078,1.2103834,0,2,0,0,0,0,-0.017845033,2,0.51315639,0,0.32454806,0.72871178,-0.0051154522,2,1.4601351,0,1.6304407,1.3905406,0.0091809044,0,0.56712589,0,0.69103144,0.44332898,0.01072821,1
59,241,2,1.005629,0,1.0048139,1.027338,0.0015899278,2,2,0,2,1.4490644,0.019903025,2,1.0290609,0,1.0384253,1.2102134,0,2,0,0,0,0,-0.017837507,2,0.51315639,0,0.32439004,0.72826081,-0.0051379548,2,1.4601351,0,1.6305942,1.3908738,0.0091812118,0,0.56712589,0,0.69110919,0.44355989,0.010730117,1
59,242,2,1.005629,0,1.0048156,1.0273423,0.0015899153,2,2,0,2,1.4496879,0.019921069,2,1.0290609,0,1.0384426,1.2100444,0,2,0,0,0,0,-0.017830043,2,0.51315639,0,0.32423338,0.72781385,-0.0051603473,2,1.4601351,0,1.6307463,1.391204,0.0091814743,0,0.56712589,0,0.69118629,0.44378897,0.010732027,1
59,243,2,1.005629,0,1.0048174,1.0273466,0.001589873,2,2,0,2,1.4503066,0.019938938,2,1.0290609,0,1.0384599,1.2098765,0,2,0,0,0,0,-0.017822643,2,0.51315639,0,0.32407808,0.72737085,-0.0051826295,2,1.4601351,0,1.6308972,1.3915313,0.0091816926,0,0.56712589,0,0.69126272,0.44401621,0.010733941,1
59,244,2,1.005629,0,1.0048192,1.0273508,0.0015898013,2,2,0,2,1.4509204,0.019956636,2,1.0290609,0,1.0384771,1.2097096,0,2,0,0,0,0,-0.017815304,2,0.51315639,0,0.32392413,0.72693177,-0.0052048016,2,1.4601351,0,1.6310468,1.3918558,0.0091818673,0,0.56712589,0,0.69133851,0.44424163,0.010735858,1
59,245,2,1.005629,0,1.004821,1.027355,0.0015897008,2,2,0,2,1.4515293,0.019974162,2,1.0290609,0,1.0384941,1.2095438,0,2,0,0,0,0,-0.017808028,2,0.51315639,0,0.32377151,0.72649658,-0.0052268635,2,1.4601351,0,1.6311951,1.3921774,0.0091819991,0,0.56712589,0,0.69141366,0.44446525,0.010737777,1
59,246,2,1.005629,0,1.0048228,1.0273591,0.001589572,2,2,0,2,1.4521334,0.01999152,2,1.0290609,0,1.0385111,1.209379,0,2,0,0,0,0,-0.017800813,2,0.51315639,0,0.32362021,0.72606523,-0.0052488154,2,1.4601351,0,1.6313422,1.3924962,0.0091820885,0,0.56712589,0,0.69148817,0.44468709,0.010739699,1
59,247,2,1.005629,0,1.0048246,1.0273632,0.0015894153,2,2,0,2,1.4527328,0.020008711,2,1.0290609,0,1.0385279,1.2092153,0,2,0,0,0,0,-0.017793658,2,0.51315639,0,0.32347022,0.7256377,-0.0052706574,2,1.4601351,0,1.631488,1.3928122,0.0091821363,0,0.56712589,0,0.69156205,0.44490715,0.010741623,1
59,248,2,1.005629,0,1.0048264,1.0273672,0.0015892313,2,2,0,2,1.4533274,0.020025737,2,1.0290609,0,1.0385447,1.2090526,0,2,0,0,0,0,-0.017786565,2,0.51315639,0,0.32332153,0.72521393,-0.0052949965,2,1.4601351,0,1.6316327,1.3931254,0.0091821429,0,0.56712589,0,0.6916353,0.44512546,0.010743548,1
59,249,2,1.005629,0,1.0048282,1.0273712,0.0015890204,2,2,0,2,1.4539173,0.020042599,2,1.0290609,0,1.0385613,1.208891,0,2,0,0,0,0,-0.017779531,2,0.51315639,0,0.32317412,0.72479391,-0.0053218098,2,1.4601351,0,1.6317761,1.3934359,0.0091821091,0,0.56712589,0,0.69170793,0.44534201,0.010745475,1
59,250,2,1.005629,0,1.00483,1.0273751,0.0015887831,2,2,0,2,1.4545025,0.020059299,2,1.0290609,0,1.0385778,1.2087304,0,2,0,0,0,0,-0.017772557,2,0.51315639,0,0.32302799,0.72437759,-0.0053484274,2,1.4601351,0,1.6319183,1.3937437,0.0091919084,0,0.56712589,0,0.69177995,0.44555684,0.010747403,1
59,251,2,1.005629,0,1.0048318,1.027379,0.0015885199,2,2,0,2,1.4550831,0.020075839,2,1.0290609,0,1.0385943,1.2085708,0,2,0,0,0,0,-0.017765642,2,0.51315639,0,0.32288312,0.72396493,-0.0053748507,2,1.4601351,0,1.6320593,1.3940488,0.0092029244,0,0.56712589,0,0.69185135,0.44576996,0.010749331,1
59,252,2,1.005629,0,1.0048336,1.0273828,0.0015882312,2,2,0,2,1.455659,0.02009222,2,1.0290609,0,1.0386106,1.2084123,0,2,0,0,0,0,-0.017758785,2,0.51315639,0,0.32273949,0.7235559,-0.0054010814,2,1.4601351,0,1.6321991,1.3943512,0.0092138206,0,0.56712589,0,0.69192216,0.44598136,0.01075126,1
59,253,2,1.005629,0,1.0048353,1.0273866,0.0015879175,2,2,0,2,1.4562304,0.020108445,2,1.0290609,0,1.0386268,1.2082548,0,2,0,0,0,0,-0.017751987,2,0.51315639,0,0.32259711,0.72315047,-0.0054271211,2,1.4601351,0,1.6323377,1.394651,0.0092245985,0,0.56712589,0,0.69199236,0.44619108,0.010753189,1
59,254,2,1.005629,0,1.0048371,1.0273903,0.0015875791,2,2,0,2,1.4567973,0.020124514,2,1.0290609,0,1.038643,1.2080983,0,2,0,0,0,0,-0.017745247,2,0.51315639,0,0.32245596,0.7227486,-0.0054529713,2,1.4601351,0,1.6324752,1.3949482,0.0092352592,0,0.56712589,0,0.69206197,0.44639913,0.010755117,1
59,255,2,1.005629,0,1.0048389,1.027394,0.0015872167,2,2,0,2,1.4573596,0.020140429,2,1.0290609,0,1.038659,1.2079429,0,2,0,0,0,0,-0.017738564,2,0.51315639,0,0.32231602,0.72235026,-0.0054786336,2,1.4601351,0,1.6326115,1.3952428,0.009245804,0,0.56712589,0,0.69213099,0.44660551,0.010757046,1
59,256,2,1.005629,0,1.0048407,1.0273977,0.0015868304,2,2,0,2,1.4579175,0.020156192,2,1.0290609,0,1.038675,1.2077885,0,2,0,0,0,0,-0.017731937,2,0.51315639,0,0.32217729,0.72195542,-0.0055014419,2,1.4601351,0,1.6327467,1.3955349,0.0092562342,0,0.56712589,0,0.69219943,0.44681024,0.010758974,1
59,257,2,1.005629,0,1.0048425,1.0274013,0.0015864209,2,2,0,2,1.4584709,0.020171805,2,1.0290609,0,1.0386908,1.2076351,0,2,0,0,0,0,-0.017725368,2,0.51315639,0,0.32203976,0.72156403,-0.0054986404,2,1.4601351,0,1.6328807,1.3958244,0.009266551,0,0.56712589,0,0.69226729,0.44701333,0.010760901,1
